record_id,taxon,evidence_type,subject,source_id,evidence_level,scope_note
E227,Artemisia annua,terpene_enzyme_evolution,"A library of natural ADS/BFS sequence combinations identified an epistatic residue network that controls the emergence of terpene cyclization",annua-terpene-cyclization-evolution-2015,primary_enzyme_evolution,"sequence-function landscape in A. annua supports testable TPS evolution; it does not establish ancestral states or native ecological selection across Artemisia"
E228,Artemisia cina,santonin_removal_and_translation,"High-speed countercurrent chromatography completely removed santonin from a CO2 subcritical A. cina extract; the santonin-free extract and pectolinarigenin retained antinociceptive/anti-inflammatory activity",cina-santonin-free-extract-2020,primary_extract_fractionation,"santonin removal changes the preparation and the reported endpoints are non-anthelmintic; retained activity does not identify an antiparasitic constituent"
E229,Artemisia species,santonin_quantification,"A validated HPLC-UV method quantified santonin across A. cina extracts and leaves from eight Artemisia taxa, including A. absinthium",artemisia-santonin-quantification-2017,primary_analytical_validation,"supports lot- and species-specific santonin measurement and safety control; it is not a pooled abundance estimate or efficacy result"
E230,Artemisia annua,osc_gene_family,"Genome-wide analysis identified 24 AaOSC genes in CAS, LAS, LUS, and unknown subfamilies with differential expression under UV-B",annua-osc-genomewide-2025,primary_osc_genomics,"bioinformatic phylogeny and expression nominate triterpene candidates; they do not establish product identity, enzyme activity, or comparative copy-number evolution"
E231,Artemisia sacrorum,diterpene_isolation,"A new ent-kauranoid diterpene diglycoside and two known ent-kauranoid diterpenes were isolated from aerial material and structurally assigned by NMR",sacrorum-ent-kauranoid-diterpenes-1990,primary_diterpene_isolation,"structure-confirmed C20 chemistry expands class coverage; no antiparasitic endpoint or genus-wide distribution is established"
E232,Artemisia caruifolia,triterpene_isolation,"One new triterpene and four new lignans were isolated from aerial parts; reported cytotoxicity was compound- and cell-line-specific",caruifolia-triterpenes,primary_triterpene_isolation,"isolation confirms C30 chemical space but cytotoxicity is not antiparasitic efficacy or a native triterpene pathway assignment"
E233,Artemisia sphaerocephala,triterpenoid_saponin_isolation,"A new and a known triterpenoid saponin were isolated from whole-plant ethanol extract by spectroscopic methods",sphaerocephala-triterpenoid-saponin-2008,primary_triterpenoid_saponin_isolation,"structure-confirmed saponin evidence is specimen- and extraction-bounded and has no parasite or pathway-function evidence"
E234,Artemisia argyi,triterpene_isolation,"Two new nordammarane triterpenoids and two known cycloartane triterpenoids were isolated and showed alpha-glucosidase inhibition in vitro",argyi-triterpenoids-alpha-glucosidase-2020,primary_argyi_triterpene_isolation,"confirms nonvolatile C30 diversity in A. argyi; the enzyme endpoint does not establish antiparasitic activity or native biosynthetic flux"
E235,Artemisia vulgaris,sesqui_triterpene_isolation,"Eight undescribed sesquiterpenoids and two undescribed triterpenoids, together with known analogues, were isolated and structurally characterized; one isolate reduced inflammatory signaling in macrophages",vulgaris-sesqui-triterpenoids-2022,primary_sesqui_triterpene_isolation,"broadens structure-confirmed class space and host-cell context but does not establish parasite activity or cross-species pathway homology"
E236,Artemisia cina,defined_sesquiterpene_helminth_assay,"Bio-guided isolation identified cinic acid; the isolated sesquiterpene was more active than the ethyl-acetate extract against Haemonchus contortus L3 infective larvae",cina-bioassay-sesquiterpene,primary_isolation_and_helminth_assay,"constituent-to-phenotype attribution is stronger than crude-extract evidence but requires host-selectivity, exposure, and target studies"
E237,Artemisia douglassiana,defined_sesquiterpene_lactone_T_cruzi,"Dehydroleucodine isolated from aerial parts induced programmed cell-death phenotypes in Trypanosoma cruzi epimastigotes and trypomastigotes",stl-tcruzi-pcd-2014,primary_sesquiterpene_lactone_and_parasite_assay,"defined STL parasite activity does not identify a protein target, establish host selectivity, or transfer to wormwood"
E238,Artemisia absinthium,nonterpene_docking_control,"HPLC profiling identified nine major phenolics; apigenin was the top predicted ligand for Leishmania N-myristoyltransferase in docking and molecular-dynamics analyses",absinthium-leishmania-nmt-docking-2024,primary_phytochemistry_and_docking,"negative attribution control: apigenin is non-terpene and docking is not direct target engagement or parasite efficacy"
E239,Artemisia absinthium; Artemisia dracunculus,essential_oil_root_knot_nematode_assay,"Hydrodistilled oils showed species-specific composition and activity against root-knot nematodes; A. absinthium oil was myrtenyl-acetate-rich whereas A. dracunculus oil was methyleugenol/beta-asarone-rich",absinthium-dracunculus-rootnematodes-2026,primary_essential_oil_and_nematode_assay,"supports comparative chemotype dependence but oil mixtures, docking, and non-target effects prevent single-compound attribution"
E240,Artemisia annua,arteannuin_B_matrix_pharmacokinetics,"Fractionated A. annua matrix components increased artemisinin exposure in a preclinical system; arteannuin B inhibited CYP3A4 in vitro",annua-arteannuin-b-cyp3a-2017,primary_matrix_pharmacokinetics_and_antimalarial_assay,"supports a host-metabolism and matrix hypothesis, not a direct parasite-protein interaction or clinical botanical claim"
E241,Artemisia tridentata,chromosome_scale_genome,"Haploid pseudo-chromosome assembly with approximately 4.2 Gbp genome size, 43,377 predicted genes, 91.37% complete BUSCOs, and 77.99% repetitive sequence",tridentata-genome-assembly-2022,primary_genome_and_polyploidy_context,"adds a North American genome and repeat/ploidy context; no common annotation, terpene-family call, or parasite phenotype is inferred"
E242,Artemisia tridentata,comparative_diploidization,"Resequenced A. tridentata genomes were compared with A. annua, revealing chromosomal rearrangements, conserved large-scale synteny, and population-level transposable-element differentiation",tridentata-diploidization-2024,primary_comparative_genome_evolution,"supports genome-architecture and diploidization hypotheses but does not establish terpene-locus evolution or cross-species protein orthology"
E243,Artemisia tridentata,whole_genome_duplication_pathways,"Flow cytometry, chromosome counts, and reduced-representation sequencing supported one- and two-step WGD pathways, including a triploid bridge and a reported 0.22% polyploidization rate in the study material",tridentata-wgd-pathways-2026,primary_polyploidy_and_genome_evolution,"supports cytotype-aware sampling and evolutionary hypotheses; it is not a terpene-pathway or antiparasitic result"
E244,Artemisia absinthium,veterinary_coccidiosis_assay,"A single 2 g/kg oral dose of ethanolic A. absinthium extract was less efficacious against naturally acquired caprine Eimeria coccidiosis than toltrazuril or amprolium; oocysts persisted to day 28",absinthium-goat-coccidiosis-2013,primary_veterinary_protozoan_assay,"negative or limited translation control for wormwood; crude-extract chemistry and dose optimization remain unresolved"
E245,Artemisia absinthium,thujone_phenology_and_bitter_compounds,"Alcoholic wormwood extracts were sampled at four phenological stages and quantified for alpha/beta-thujone by SPME-GC-MS plus absinthin, artemisetin, and dihydro-epi-deoxyarteannuin B by UHPLC-HR-MS",absinthium-thujone-phenology-2016,primary_wormwood_phenology_and_analytical_chemistry,"supports harvest-stage and lot-specific chemical QC; it does not establish anthelmintic efficacy or a universal chemotype profile"
E246,Artemisia absinthium,thujone_linked_toxicology,"Across thujone-containing essential oils, multivariate analysis associated toxicity and behavior-modulating endpoints with multiple constituents rather than thujones alone",absinthium-thujone-toxicity-2017,primary_chemotype_linked_toxicology,"supports mixture-aware risk assessment; rat and brine-shrimp endpoints do not define human exposure limits or vermifuge selectivity"
E247,Artemisia absinthium,organ_and_phenology_chemistry,"Two wormwood chemotypes were sampled in leaves and flowers across vegetative, budding, flowering, and post-flowering stages; flowers had higher oil content, while thujones and sabinyl acetate followed chemotype-specific trajectories",absinthium-organs-2018,primary_wormwood_organ_and_phenology_chemistry,"supports tissue- and stage-matched chemical sampling; it does not predict anthelmintic activity or safety"
E248,Artemisia absinthium,population_chemotype_and_development,"Eleven ex-situ Polish populations differed in oil content and 41-compound profiles, with sabinyl-acetate, mixed, and thujone chemotypes plus variable phenolic and tannin content",absinthium-population-chemotypes-2025,primary_wormwood_population_chemotype_study,"supports within-species chemotype stratification and breeding/QC hypotheses; beginning-of-flowering and ex-situ context limit generalization"
E252,Artemisia annua,artemisinin_pathway_enzyme,"A purified leaf protein converted arteannuin B to artemisinin with 58% conversion, Km 0.5 mM, and pH optimum 7.0–7.2 in the reported assay",annua-arteannuin-b-conversion-enzyme-2001,primary_artemisinin_pathway_enzyme,"step-level biochemical evidence in A. annua; protein identity, native flux, and cross-species conservation require modern validation"
E253,Artemisia pallens,phenology_essential_oil,"Across three growth stages and two seasons, davanone and linalool decreased while methyl/ethyl cinnamates, bicyclogermacrene, davana ether, 2-hydroxyisodavanone, and farnesol increased",pallens-phenology-1999,primary_phenology_essential_oil_chemistry,"harvest-stage and season are required covariates; reported oil trends do not define antiparasitic activity"
